,sentences,paragraph
2906,"There was a faint, barely perceptible movement of the water as the
fresh flow from one end urged its way toward the drain at the other.",1472
2907,"With little ripples that were hardly the shadows of waves, the laden
mattress moved irregularly down the pool.",1472
2908,"A small gust of wind that
scarcely corrugated the surface was enough to disturb its accidental
course with its accidental burden.",1472
2909,"The touch of a cluster of leaves
revolved it slowly, tracing, like the leg of transit, a thin red
circle in the water.",1472
2910,"It was after we started with Gatsby toward the house that the gardener
saw Wilson’s body a little way off in the grass, and the holocaust was
complete.",1473
2911,"
                                  IX",1474
2912,"After two years I remember the rest of that day, and that night and
the next day, only as an endless drill of police and photographers and
newspaper men in and out of Gatsby’s front door.",1475
2913,"A rope stretched
across the main gate and a policeman by it kept out the curious, but
little boys soon discovered that they could enter through my yard, and
there were always a few of them clustered open-mouthed about the
pool.",1475
2914,"Someone with a positive manner, perhaps a detective, used the
expression “madman” as he bent over Wilson’s body that afternoon, and
the adventitious authority of his voice set the key for the newspaper
reports next morning.",1475
2915,"Most of those reports were a nightmare—grotesque, circumstantial,
eager, and untrue.",1476
2916,"When Michaelis’s testimony at the inquest brought
to light Wilson’s suspicions of his wife I thought the whole tale
would shortly be served up in racy pasquinade—but Catherine, who might
have said anything, didn’t say a word.",1476
2917,"She showed a surprising amount
of character about it too—looked at the coroner with determined eyes
under that corrected brow of hers, and swore that her sister had never
seen Gatsby, that her sister was completely happy with her husband,
that her sister had been into no mischief whatever.",1476
2918,"She convinced
herself of it, and cried into her handkerchief, as if the very
suggestion was more than she could endure.",1476
2919,"So Wilson was reduced to a
man “deranged by grief” in order that the case might remain in its
simplest form.",1476
2920,And it rested there.,1476
2921,But all this part of it seemed remote and unessential.,1477
2922,"I found myself
on Gatsby’s side, and alone.",1477
2923,"From the moment I telephoned news of the
catastrophe to West Egg village, every surmise about him, and every
practical question, was referred to me.",1477
2924,"At first I was surprised and
confused; then, as he lay in his house and didn’t move or breathe or
speak, hour upon hour, it grew upon me that I was responsible, because
no one else was interested—interested, I mean, with that intense
personal interest to which everyone has some vague right at the end.",1477
2925,"I called up Daisy half an hour after we found him, called her
instinctively and without hesitation.",1478
2926,"But she and Tom had gone away
early that afternoon, and taken baggage with them.",1478
2927,“Left no address?”,1479
2928,“No.”,1480
2929,“Say when they’d be back?”,1481
2930,“No.”,1482
2931,“Any idea where they are?,1483
2932,How I could reach them?”,1483
2933,“I don’t know.,1484
2934,Can’t say.”,1484
2935,I wanted to get somebody for him.,1485
2936,"I wanted to go into the room where
he lay and reassure him: “I’ll get somebody for you, Gatsby.",1485
2937,"Don’t
worry.",1485
2938,Just trust me and I’ll get somebody for you—”,1485
2939,Meyer Wolfshiem’s name wasn’t in the phone book.,1486
2940,"The butler gave me
his office address on Broadway, and I called Information, but by the
time I had the number it was long after five, and no one answered the
phone.",1486
2941,“Will you ring again?”,1487
2942,“I’ve rung three times.”,1488
2943,“It’s very important.”,1489
2944,“Sorry.,1490
2945,I’m afraid no one’s there.”,1490
2946,"I went back to the drawing-room and thought for an instant that they
were chance visitors, all these official people who suddenly filled
it.",1491
2947,"But, though they drew back the sheet and looked at Gatsby with
shocked eyes, his protest continued in my brain:",1491
2948,"“Look here, old sport, you’ve got to get somebody for me.",1492
2949,"You’ve got
to try hard.",1492
2950,I can’t go through this alone.”,1492
2951,"Someone started to ask me questions, but I broke away and going
upstairs looked hastily through the unlocked parts of his desk—he’d
never told me definitely that his parents were dead.",1493
2952,"But there was
nothing—only the picture of Dan Cody, a token of forgotten violence,
staring down from the wall.",1493
2953,"Next morning I sent the butler to New York with a letter to Wolfshiem,
which asked for information and urged him to come out on the next
train.",1494
2954,That request seemed superfluous when I wrote it.,1494
2955,"I was sure
he’d start when he saw the newspapers, just as I was sure there’d be a
wire from Daisy before noon—but neither a wire nor Mr. Wolfshiem
arrived; no one arrived except more police and photographers and
newspaper men.",1494
2956,"When the butler brought back Wolfshiem’s answer I began
to have a feeling of defiance, of scornful solidarity between Gatsby
and me against them all.",1494
2957, Dear Mr. Carraway.,1495
2958,"This has been one of the most terrible shocks of
 my life to me I hardly can believe it that it is true at all.",1495
2959,"Such a
 mad act as that man did should make us all think.",1495
2960,"I cannot come down
 now as I am tied up in some very important business and cannot get
 mixed up in this thing now.",1495
2961,"If there is anything I can do a little
 later let me know in a letter by Edgar.",1495
2962,"I hardly know where I am when
 I hear about a thing like this and am completely knocked down and
 out.",1495
2963,                               Yours truly,1496
2964,                             Meyer Wolfshiem,1497
2965,and then hasty addenda beneath:,1498
2966, Let me know about the funeral etc do not know his family at all.,1499
2967,"When the phone rang that afternoon and Long Distance said Chicago was
calling I thought this would be Daisy at last.",1500
2968,"But the connection came
through as a man’s voice, very thin and far away.",1500
2969,“This is Slagle speaking …”,1501
2970,“Yes?” The name was unfamiliar.,1502
2971,"“Hell of a note, isn’t it?",1503
2972,Get my wire?”,1503
2973,“There haven’t been any wires.”,1504
2974,"“Young Parke’s in trouble,” he said rapidly.",1505
2975,"“They picked him up when
he handed the bonds over the counter.",1505
2976,"They got a circular from New
York giving ’em the numbers just five minutes before.",1505
2977,"What d’you know
about that, hey?",1505
2978,You never can tell in these hick towns—”,1505
2979,“Hello!” I interrupted breathlessly.,1506
2980,"“Look here—this isn’t Mr.
Gatsby.",1506
2981,Mr. Gatsby’s dead.”,1506
2982,"There was a long silence on the other end of the wire, followed by an
exclamation … then a quick squawk as the connection was broken.",1507
2983,"I think it was on the third day that a telegram signed Henry C. Gatz
arrived from a town in Minnesota.",1509
2984,"It said only that the sender was
leaving immediately and to postpone the funeral until he came.",1509
2985,"It was Gatsby’s father, a solemn old man, very helpless and dismayed,
bundled up in a long cheap ulster against the warm September day.",1510
